,0,1,2,3,4,5
494,wcd_absolute-soft-rock-a_asia_mp3_v2-vbr_29001649/VA-Absolute_Soft_Rock_Anthems-2CD-2010-LzY/219_micheal_mcdonald_-_i_keep_forgettin-lzy.mp3,Asia,I Keep Forgettin',220.68,,
495,wcd_1095__mp3_v0-vbr_29544888/Беспризорники - Печень (2011)/15. Мудрость #4.mp3,Беспризорники,15. Мудрость #4,0.0,,
496,wcd_100-hits-party_a-ha_flac_lossless_29848409/Various - 100 Hits - Party (CD-FLAC-Lossless) - 2008/CD4/11 - Candi Staton - Young Hearts Run Free.flac,a-ha,Young Hearts Run Free,249.92,https://www.youtube.com/watch?v=IIbiG04X3ws,
497,wcd_37_ikuto_mp3_320_30440977/[SOUTH OF HEAVEN] SOH-0012 - 東方鋼鉄譚 [サンクリ40]/03 Strawberry Crisis!!.mp3,IKUTO,Strawberry Crisis!!,180.06,https://www.youtube.com/watch?v=6opsMADz7x4,
498,wcd_51_va_flac_lossless_897749/여행을 떠나요/disc1/03 해변으로 가요.flac,VA,03 해변으로 가요,139.69,,
499,wcd_100-zinderende-zomer_10cc_flac_lossless_30335703/100 Zinderende Zomerhits 2007 (Sony 2007) [FLAC]/CD1/16 - Peret - Borriquito [1971].flac,10cc,Borriquito,214.89,,
500,wcd_10-years_kaela-kimura-_mp3_v0-vbr_31635348/Kimura_Kaela-10_Years-JP-2014-JRP/03-kimura_kaela-rirura_riruha-jrp.mp3,Kaela Kimura (木村カエラ),Rirura Riruha,235.65,https://www.youtube.com/watch?v=_GNp3vDao3Q,
501,"wcd_100-mooiste-liedjes-_liesbeth-list_flac_lossless_30566889/Ramses Shaffy & Liesbeth List - 2007 - 100 Mooiste Liedjes Van Ramses en Liesbeth  [FLAC]/214 - Kijk, Zei De Meid.flac",Liesbeth List,"Kijk, Zei De Meid",111.51,,
502,wcd_4th-on-the-floor---w_west-indian-girl_mp3_v0-vbr_739218/West Indian Girl - 2009 - 4th on the Floor [MP3 V0 (VBR)]/Digital Heat [Disc 2]/07 - Blue Wave (Ron Reeser & Dan Saenz Remix)-1.mp3,West Indian Girl,Blue Wave (Ron Reeser & Dan Saenz Remix),469.42,,
503,wcd_a-lesson-in-crime_tokyo-police-club_flac_24bit-lossless_29250571/Tokyo Police Club - A Lesson In Crime (2006) [24bit]/1 - cheer it on.flac,Tokyo Police Club,Cheer It On,118.9,,
504,wcd_--al_flac_lossless_30006873/XATZIDAKIS - 2010 - KA8HMERINH/17. 1962 - Apopse autosxediazoume/02. O XOROS TWN TRIWN KORITSIWN.flac,Manos Hadjidakis,02. Ο ΧΟΡΟΣ ΤΩΝ ΤΡΙΩΝ ΚΟΡΙΤΣΙΩΝ,108.26,,
505,"wcd_2007-01-18---palacio_elliott-murphy_flac_lossless_30313840/2007-01-18 - Elliott Murphy - Castellón, Spain (SBD)/102 40 Days And 40 Nights.flac",Elliott Murphy,40 Days And 40 Nights,266.55,https://www.youtube.com/watch?v=NAqBlfOqrBc,
506,wcd_ab-road---complete-_the-beatles_flac_lossless_170349/AB Road - Complete Purple Chick Set v1.1 with patches/Jan.28 - D5-05 - Something 28.71.flac,The Beatles,Something 28.71,258.79,,
507,"wcd_1999-04-14-fox-theat_jazz-is-dead_mp3_192_1601542/1999.04.14 Boulder, CO - Fox Theatre/22 Band Intros.mp3",Jazz Is Dead,band intros & encore break,175.59,,
508,wcd_a-place-for-nowhere_gordons-tsunami-wee_flac_lossless_1193554/Gordon's Tsunami Week - A Place For Nowhere/01 - Barlev.flac,Gordon's Tsunami Week,Barlev,331.51,,
509,wcd_1982---1984-y-tapiau_datblygu_flac_lossless_31204816/Datblygu - 1982-1984 Y Tapiau Cynnar (2013) [FLAC]/CD 1/15 - Bar Hwyr.flac,Datblygu,Bar Hwyr,73.72,,
510,wcd_-emotional-_chikuwajp_mp3_320_31685590/AVRN-004 -emotional-/mossari - Neptune.mp3,chikuwa.jp,Neptune,380.63,,
511,wcd_1493_the-yarkon-bridge-tr_flac_lossless_1505525/Shlishiat Gesher Hayarkon - The Collection (2001) [FLAC]/CD1 (Ah Eize Yom Yafe)/17 Ahavat Poaley Habinyan.flac,The Yarkon Bridge Trio,Ahavat Poaley Habinyan,163.77,,
512,wcd_1074_-_flac_lossless_31128763/Артем Татищевский  - Живым (2011)/21. 21. Даже если (ft. Abaz).flac,Артем Татищевский,21. Даже если (ft. Abaz),264.59,,
513,wcd_a-country-legend_hank-williams_mp3_v0-vbr_29538554/Hank Williams Sr - A Country Legend (1993) MP3 - 15073/Volume 1/03 - Mind Your Own Business.mp3,Hank Williams,Mind Your Own Business,176.27,https://www.youtube.com/watch?v=RZH2bmbUTl4,
514,wcd_absolute-dance---mov_666_flac_lossless_31368045/VA - Absolute Dance - Move Your Body! Summer 2006 [FLAC]/CD 2/17 - Mike Polo - Gypsy Woman.flac,666,Gypsy Woman,195.76,,
515,wcd_above-the-ashes_ulysses-siren_flac_lossless_30007994/Ulysses Siren - Above the Ashes [flac] (2002)/03 Lake Of Fire [FLAC].flac,Ulysses Siren,Lake Of Fire,288.51,https://www.youtube.com/watch?v=V6hjwr-vHVk,
516,wcd_a-tribute-to-treasur_alton-ellis_mp3_320_980884/VA-A_Tribute_To_Treasure_Isle_And_Studio_1-(ATTACKCD89)-WEB-2009-KOUALA/48-johnny_clarke-declaration_of_rights-kouala.mp3,Alton Ellis,Declaration Of Rights,200.13,,
517,"wcd_1400-ski_asbjorn-ribe_flac_lossless_30915488/Asbjørn Ribe - 2013 - 1400 Ski/03 - Det Er Nok Sant At Vi Lo Av Deg, Trond.flac",Asbjørn Ribe,"Det Er Nok Sant At Vi Lo Av Deg, Trond",279.17,https://www.youtube.com/watch?v=8G5xMWh7Kxs,
518,wcd_1088_vnuk_flac_lossless_31468722/Vnuk - Через неделю/11 По краю неба (реп на xxxдженые биты).flac,Vnuk,По краю неба (реп на ***дженые биты),178.11,,
519,"wcd_1977-12-11---recreat_jerry-garcia-band_flac_lossless_30152505/1977-12-11 - Recreation Hall, University Park, PA/07 - Second That Emotion.flac",Jerry Garcia Band,Second That Emotion,860.48,,
520,"wcd_10072014-dj-dani-s_brandon-broderick_flac_lossless_31795783/Brandon Broderick - DJ Dani Show Interview, Hamilton Radio, Hamilton, NJ (October 7th, 2014)/11 Influences (10.07.14).flac",Brandon Broderick,Influences (10.07.14),174.64,,
521,wcd_1993-1999_forkboy_flac_lossless_30644092/Forkboy - 1993-1999 (2012) [FLAC]/06 - Low-Brows.flac,Forkboy,Low-Brows,184.72,,
522,wcd_47-songs-humans-shou_dne_flac_lossless_518560/47 Songs Humans Shouldn't Sing/D.N.E. - (07) Secret.flac,D.N.E.,Secret,38.77,,
523,wcd_-presents--a-tribute-to-ne_flac_lossless_29941894/Presents A Tribute to Nevermind [2011] FLAC/БК Label - БК Presents- A Tribute To Nevermind - 10 Stay Away.flac,Green Girl,Stay Away,172.17,,
524,wcd_23_shao-yibei-_flac_lossless_30468159/邵夷贝 - 过家家 [2010] [FLAC]/08. 小傻瓜.flac,Shao Yibei (邵夷贝),小傻瓜,231.24,,
525,"wcd_2012-02-26---club-av_stu-allen-and-mars-h_mp3_320_30678136/Stu Allen and Mars Hotel - 2012-02-26 - Club Ave 9 - Oakland, CA.v0/StuAndPat2012-02-26d3T02 Box of Rain.mp3",Stu Allen and Mars Hotel,Box of Rain.mp3,386.87,,
526,"wcd_2009-11-25--murat-theatre--indianapolis_mp3_v0_29863729/2009-11-25 - Murat Theatre, Indianapolis, IN/wsp091125d1_10_Travelin_Light.mp3",Widespread Panic,Travelin' Light,383.16,https://www.youtube.com/watch?v=XDMs6ypQGF8,
527,"wcd_5th-ward-vol-1-or_al-d_flac_lossless_29798596/5th Ward Vol. 1 (1997) - FLAC/10 - DJ Screw feat. Al-D, Grace, Wood - One Life To Live - DJ Screw feat. Al-D, Grace, Wood - One Life To Live.flac",Al D,One Life To Live,401.56,https://www.youtube.com/watch?v=6AuqhetFDr0,
528,wcd_-lanthologie-de_a-guy-called-gerald_flac_lossless_29873258/VA-Lanthologie_Des_Inrocks_25_Ans_De_Musique-10CD-FLAC-2011-SCORN/415-amy_winehouse-rehab.flac,A Guy Called Gerald,Rehab,212.69,https://www.youtube.com/watch?v=pliWwJNdzgQ,
529,"wcd_2005-02-06-house-of-_ratdog_flac_lossless_31928423/Ratdog 2005-02-06 House Of Blues-Las Vegas, NV. FLAC/rd050206d2_02_Corrina.flac",Ratdog,Corrina,917.87,,
530,wcd_-abashed-i-_-h--o--n--e--y-_flac_lossless_30294386/Pristine Maze - - Abashed 1/Pristine Maze - - Abashed 1 - - 02 Nadine Carina - Paradise.flac,☯ H ☯ O ☯ N ☯ E ☯ Y ☯,Nadine Carina // Paradise,170.11,,
531,wcd_2005-07-24-spac-sa_the-allman-brothers-_flac_lossless_1503059/ABB - live at spac/Disc 1/07 - The Allman Brothers Band - Can't Lose What You Never Had.flac,The Allman Brothers Band,Can't Lose What You Never Had,521.57,,
532,wcd_abc-of-the-blues_alberta-hunter_flac_lossless_29067658/VA - ABC of the Blues (2010) [52-CD Box Set] [FLAC]/19-19 Lonnie Johnson - I'm Nuts About That Gal.flac,Alberta Hunter,I'm Nuts About That Gal,189.59,https://www.youtube.com/watch?v=FsmI5ZFMBJQ,
533,wcd_14-1-2-years-of-stru_asgardreid_mp3_v0-vbr_29414861/VA-14_1-2_Years_of_Struggle_Against_-_A_Tribute_to_Apraxia-2CD-2011-GRAVEWISH/204-hebrewdead-sign_of_wolf.mp3,Asgardreid,Sign of Wolf,366.34,https://www.youtube.com/watch?v=F9cIwyaRlqU,
534,wcd_101-80s-hits_adrian-gurvitz_mp3_v0-vbr_29025564/101 80s Hits [V0]/Various Artists - 2007 - 101 80s Hits (Disc 5)/20 - Kylie Minogue - I Should Be So Lucky.mp3,Adrian Gurvitz,I Should Be So Lucky,204.04,https://www.youtube.com/watch?v=NCeKjqOItIA,
535,"wcd_2007-09-22---santa-b_phil-lesh--friends_flac_lossless_29848476/Phil Lesh & Friends-2007-09-22-Santa Barbara Bowl-Santa Barbara, CA [Flac] [Web]/d3t02_Franklin's_Tower.flac",Phil Lesh & Friends,Franklin's Tower,554.58,https://www.youtube.com/watch?v=SkIlEYCWybc,
536,wcd_2008-08-09-masquerad_govt-mule_flac_lossless_29978329/Gov'tMule2008.08.09 FLAC/D2_10_Love Me Do.flac,Gov't Mule,D2_10_Love Me Do,96.86,,
537,"wcd_2014-09-05---lockn_the-string-cheese-in_flac_lossless_31650787/String Cheese Incident - 2014-09-05 Arrington, VA (FLAC)/sci140905d1_03_Pygmy_Pony.flac",The String Cheese Incident,Pygmy Pony,409.84,,
538,wcd_a-life-by-design_fight-or-flight_flac_lossless_31375554/Fight or Flight - A Life By Design (2013) [FLAC]/03 - It's Over - Fight Or Flight.flac,Fight or Flight,It's Over - Fight Or Flight,238.48,https://www.youtube.com/watch?v=Jw9L3ITfUQ4,
539,wcd_100-kaikkien-aikojen_a-aimo--dallape-or_flac_lossless_29594605/Various Artists - 100 kaikkien aikojen iskelmää (2007) [FLAC]/CD2/01 - Juha Eirto - Tiikerihai.flac,A. Aimo & Dallapé-orkesteri,Tiikerihai,178.4,https://www.youtube.com/watch?v=ThS6lXyoocg,
540,wcd_100-hits-dancefloor-_2-unlimited_mp3_v2-vbr_1437525/VA-100_Hits_Dancefloor_Vol.2-5CD-2007-H5N1/116-starting_rock-movin_on.mp3,2 Unlimited,Movin' On,206.86,,
541,"wcd_1991-03-17---wheeler_phish_flac_lossless_30678415/Phish - 1991-03-17 - Wheeler Opera House, Aspen, CO/16 - Tweezer.flac",Phish,Tweezer,595.0,,
542,"wcd_2016-04-21-colonial-_pearl-jam_flac_24bit-lossless_32949805/Pearl Jam - 2016.04.21 Colonial Life Arena, Columbia, SC (FLAC HD)/pj160421d1_03_Elderly_Woman_Behind_The_Counter_In_A_Small_Town.flac",Pearl Jam,Elderly Woman Behind The Counter In A Small Town,217.07,https://www.youtube.com/watch?v=kEHd3fYsRyM,
543,"wcd_2014-10-16-joe-louis_pearl-jam_flac_lossless_31803666/2014-10-16 Detroit, MI/pj141016d1_12_Got_Some.flac",Pearl Jam,Got Some,185.01,https://www.youtube.com/watch?v=gqVVYLd6YmY,
544,wcd_70s_a-taste-of-honey_flac_lossless_29331502/Original Hits - 70s - [EAC - FLAC](oan)/Original Hits - 70s - [Disc 5] [EAC-FLAC](oan)/12 - Glen Campbell - Rhinestone Cowboy.flac,A Taste of Honey,Rhinestone Cowboy,195.77,,
545,wcd_a-collection-of-recy_marillion_flac_lossless_31984165/Marillion - A Collection Of Recycled Gifts/09 - The Erin Marbles.flac,Marillion,The Erin Marbles,261.17,https://www.youtube.com/watch?v=wewyVwCRLlo,
546,wcd_100-hits---running-s_2-tyme_mp3_320_31506146/100 Hits - Running Songs 2014.320kbs/CD4/16 - Kariya - Let Me Love You For Tonight.mp3,2 Tyme,Let Me Love You For Tonight,378.8,https://www.youtube.com/watch?v=dnvf0mwiioY,
547,"wcd_1995-06-02---deep-el_widespread-panic_flac_lossless_29251414/19950602 Deep Ellum Live Dallas, TX/02 Pleas.flac",Widespread Panic,Pleas,339.96,,
548,"wcd_2014-10-30---highlin_the-infamous-stringd_flac_lossless_31817329/The Infamous Stringdusters - 2014-10-30 - Highline Ballroom - New York, NY [FLAC]/isd141030d1_09_Peace_Of_Mind.flac",The Infamous Stringdusters,Peace Of Mind,221.71,https://www.youtube.com/watch?v=Fv0VLOhYGBo,
549,wcd_47_sin-woong-_flac_lossless_899075/신웅 2001 안방메들리/03 고백.flac,Sin Woong (신웅),고백,243.77,,
550,"wcd_2016-03-13-oracle-ar_bruce-springsteen--_flac_24bit-lossless_32871868/Bruce Springsteen & The E Street Band - 2016-03-13 - Oracle Arena, Oakland, CA (2016) [48-24]/3-02 - She's the One.flac",Bruce Springsteen & The E Street Band,None,310.29,,
551,wcd_44_lee-_flac_lossless_1141605/물고기자리/11 - Credit Card.flac,Lee& (이안),Credit Card,240.24,,
552,wcd_2-age_olav_flac_lossless_30014347/Olav - 2 Age (FLAC)/Olav - 2 Age - 04 lil Creeper.flac,Olav,lil Creeper,185.77,,
553,wcd_2004-11-06-kimmel-ce_bruce-hornsby_flac_lossless_31013679/bhornsby2004-11-06.sbd.official.flac16/bh2004-11-06d2t08 - Drunken Hiccups - Jacob's Ladder.flac,Bruce Hornsby,Jacob's Ladder,509.6,,
554,"wcd_2012-02-04---variety_railroad-earth_mp3_320_29876288/Railroad Earth- 02.04.2012- Atlanta, GA/3-09 Congo Man Chant.mp3",Railroad Earth,Congo Man Chant,309.77,,
555,"wcd_1963-1969-complete-r_flatt--scruggs_mp3_224_365715/1964-1969,Plus/Disc 1/Flatt & Scruggs - 18 - You're Gonna Miss Me When I'm Gone.mp3",Flatt & Scruggs,You're Gonna Miss Me When I'm Gone,140.05,https://www.youtube.com/watch?v=5ukBlHllO8Q,
556,"wcd_1985-06-28---hershey_grateful-dead_flac_lossless_30357253/gd1985-06-28 - Hershey Park Stadium, Hershey, PA (Miller flac)/gd85-06-28d2t03 - Drums_.flac",Grateful Dead,Drums >,398.0,,
557,"wcd_20140_dark-mirror_flac_lossless_31615238/DARK MIRROR - 2014-08-08--Vaudeville Mews, DSM, IA (2014) [FLAC]/15 Spellcaster - Molten Steel.flac",DARK MIRROR,Spellcaster - Molten Steel,268.02,,
558,wcd_50-tracks-of-tempa_benga_flac_lossless_30472516/Tempa 50 [FLAC] -- 2012/46. Lee Perry Exercising.flac,Benga,Lee Perry: Exercising,417.39,,
559,wcd_a-geracatild_mundo-cao_mp3_v2-vbr_29202487/Mundo Cão [2009] A Geração da Matilha/08-mundo_cao-hoje_e_sempre_amen.mp3,Mundo Cão,Hoje E Sempre Amén,231.18,,
560,wcd_1103_e-_mp3_320_31759385/1996 - Пьяная Луна (MC)/06. Я Так Устал.mp3,Чëрный кофе,Я Так Устал,232.04,https://www.youtube.com/watch?v=LBU2rXNrpFY,
561,"wcd_2004-08-12---t_phish_flac_lossless_574618/2004-08-12 - Camden, NJ/ph040812d1_02_You_Enjoy_Myself.flac",Phish,You Enjoy Myself,1007.46,,
562,wcd_a-model-society_the-catastrophe_flac_lossless_31249868/the catastrophe - a model society/08 Waste Hill.flac,The Catastrophe,Waste Hill,206.87,,
563,wcd_15-years-on-death-ro_2pac_flac_lossless_30540572/15 Years on Death Row - The Definitive Collection/Disc 1/14 - Daz Dillinger - Don't Try To Play Me Homey.flac,2Pac,Don't Try To Play Me Homey,278.52,https://www.youtube.com/watch?v=Fr-6WyTk2lg,
564,"wcd_2010-07-18-horning_crooked-still_flac_lossless_1731058/Crooked Still - 2010-07-18 Horning's Hideout - North Plains, OR [Flac]/02 The Golden Vanity.flac",Crooked Still,The Golden Vanity,263.58,https://www.youtube.com/watch?v=H4J9ZV62vBs,
565,wcd_15th-anniversary-the_kuricorder-quartet-_flac_lossless_28990669/Kuricorder Quartet - 15th Anniversary the Best (2009) - FLAC/14 - Apao no Kaigai Syuttyou.flac,Kuricorder Quartet (栗コーダーカルテット),Apao no Kaigai Syuttyou,143.62,https://www.youtube.com/watch?v=f7nf5Lo323s,
566,"wcd_2014-05-23---dark-st_dark-star-orchestra_flac_lossless_31483078/dso2014.05.23 Thornville, OH FLAC/dso140523d1_02_Till_The_Morning_Comes.flac",Dark Star Orchestra,Till The Morning Comes,341.2,,
567,wcd_-1s_downy_flac_lossless_30424412/downy - 無題 (2001) [FLAC]/10 猿の手柄.flac,downy,猿の手柄,309.7,,
568,wcd_a-broken-carousel_ferri_flac_lossless_30563690/Ferri - A Broken Carousel (2011) [FLAC]/01 - コノ先二在ルモノ.flac,Ferri,コノ先二在ルモノ,245.75,,
569,"wcd_2012-09-02---edmonto_linkin-park_mp3_320_30307817/Edmonton, AB September 02, 2012/03 New Divide.mp3",Linkin Park,03_New Divide_09_02_12_LP_LIVE_EDMONTON,271.57,,
570,wcd_100-percent-smooth-j_al-green_mp3_320_1784634/100.Percent.Smooth.Jazz.VA.2008.MP3.320kbps/CD4/03.Marc Moulin - Welcome To The Club.mp3,Al Green,Welcome To The Club,217.52,,
571,"wcd_2013-07-26---red-roc_the-string-cheese-in_flac_24bit-lossless_30990494/String Cheese Incident  -  2013-07-26 Morrison, CO/sci130726d3_06_Rosie.flac",The String Cheese Incident,Rosie,164.03,,
572,"wcd_2014-02-14-thomas-wo_umphreys-mcgee_flac_24bit-lossless_31321302/UM 2014.02.14 Thomas Wolfe Auditorium Asheville, NC [FLAC24]/um140214d1_02_Liberty_Echo.flac",Umphrey's McGee,Liberty Echo,272.59,,
573,wcd__acdc_flac_24bit-lossless_29956337/AC-DC - Black Ice (2008) {24 bit - 192 kHz - Vinyl}/01-Rock'n'Roll Train.flac,AC/DC,Rock'n'Roll Train,261.0,https://www.youtube.com/watch?v=ldFR3HWv0mA,
574,"wcd_2009-04-04---rock-a_metallica_mp3_320_1236304/2009.04.04 Rock&Roll Hall Of Fame Induction, Cleveland, OH/14 Train Kept' A Rollin' (All Star Finale).mp3",Metallica,Train Kept' A Rollin' (All Star Finale),265.85,,
575,wcd_2pac-forever_2pac_mp3_aps-vbr_424798/2pac Forever/08-thugs-get-lonely-too-feat-nate-dogg.mp3,2Pac,thugs get lonely too feat. nate dogg,185.26,,
576,wcd_a-new-time-a-new-day_the-chambers-brother_mp3_v0-vbr_31448273/The_Chambers_Brothers-A_New_Time_A_New_Day-LP-1968-GCP_INT/09-the_chambers_brothers-no_no_no_dont_say_good-by-gcp.mp3,The Chambers Brothers,"No, No, No, Don't Say Good-By",257.4,https://www.youtube.com/watch?v=L82_N3UPPDs,
577,wcd_100-hits-drivetime_ace_flac_lossless_29619791/100 Hits - Drivetime (2008) [FLAC]/CD 2/06 - Rod Stewart - Gasoline Alley.flac,Ace,Gasoline Alley,239.37,,
578,wcd_0812_ralp_flac_lossless_30677229/[BSL048] Ralp - 0812/13 - Urpschem.flac,Ralp,Urpschem,244.81,https://www.youtube.com/watch?v=8t5j1Q857wU,
579,"wcd_2006-04-09-mcnear3_umphreys-mcgee_flac_lossless_33049275/Umphrey's McGee - 2006-04-09 McNear's Mystic Theatre, Petaluma, CA/um060409d1_04_The_Crooked_One.flac",Umphrey's McGee,The Crooked One,426.76,,
580,wcd_30-grandes-ex_vicente-fernandez_flac_lossless_31925792/Vicente Fernandez -  30 Grandes éxitos de oro/[Disc 1]/17 Vicente Fernández - El Rey.flac,Vicente Fernández,El Rey,155.63,https://www.youtube.com/watch?v=DjnhGwxQkFk,
581,wcd_25-greatest-hits_little-anthony--the_flac_lossless_29105566/Little Anthony & The Imperials - 1999 - 25 Greatest Hits/16 - Hurt So Bad.flac,Little Anthony & The Imperials,Hurt So Bad,137.73,https://www.youtube.com/watch?v=cyUtEWaJI-g,
582,"wcd_2011-09-03-eddie-mcstiffs--moab--ut_flac_lossless_29827191/dburley2011-09-03 Eddie McStiffs - Moab, UT/dburley2011-09-03d02t07 Freeways.flac",Dustin Burley,Freeways,657.97,,
583,"wcd_1997-05-01---georgia_the-string-cheese-in_flac_lossless_30241736/The String Cheese Incident - 1997-05-01 - Georgia Theatre, Athens, GA (FLAC)/The String Cheese Incident/1997-05-01 Athens, GA/sci970501d1_05_Born_On_The_Wrong_Planet.flac",The String Cheese Incident,Born On The Wrong Planet,288.46,,
584,wcd_a-state-of-trance-ye_ardi_flac_lossless_31417776/Armin van Buuren - A State of Trance Year Mix 2013 (2CD FLAC)/CD2/20 - Fisherman & Hawkins - Apache.flac,A.R.D.I.,Apache,72.68,,
585,wcd_a-state-of-trance-ye_ardi_flac_lossless_31417776/Armin van Buuren - A State of Trance Year Mix 2013 (2CD FLAC)/CD1/31 - BT & Aqualung - Surrounded (Super8 & Tab Remix).flac,A.R.D.I.,Surrounded (Super8 & Tab Remix),66.43,,
586,wcd_1089__flac_lossless_31120555/Рось - 2002 - Русалка (FLAC)/17 - Воронок.flac,Рось,Воронок,214.89,https://www.youtube.com/watch?v=RgCOdS9m_ec,
587,"wcd_1980-04-15-pine-knob_zz-top_mp3_320_30324294/ZZ Top - Pine Knob, Clarkston (1980) MP3 320/15 She Loves My Automobile.mp3",ZZ Top,She Loves My Automobile,158.77,,
588,wcd_50-underground-club-_activa_mp3_320_29808978/VA-50_Underground_Club_Anthems_2012-FDUCA2012-WEB-2012-TraX/34-dimension-vulcano_(original_mix).mp3,Activa,Vulcano (Original Mix),478.4,,
589,"wcd_1982-08-10---univers_grateful-dead_flac_lossless_30752564/gd1982-08-10 - U Of Iowa Fieldhouse, Iowa City, IA (Miller flac) 102577/gd82-08-10d1t11 - I Need A Miracle.flac",Grateful Dead,I Need A Miracle,225.56,https://www.youtube.com/watch?v=5xqiu0ekahw,
590,wcd_a-tribute-to-japanis_100000-tonnen-krupps_flac_lossless_29710681/A Tribute to Japanische Kampfhörspiele (2011) [FLAC]/CD 1/30 - Mozek Motors - Nostradamus In Echtzeit.flac,100000 Tonnen Kruppstahl,Nostradamus In Echtzeit,133.18,,
591,wcd_1079__flac_lossless_31785352/(2014) Резонанс Часть 2 [FLAC]/ 02 - Оркестр.flac,Сплин,Оркестр,251.68,https://www.youtube.com/watch?v=hcGAIk4slGw,
592,wcd_2011-10-11---murat-t_widespread-panic_flac_lossless_29641723/wsp2011-10-11.sbd.flac16/wsp111011d2_02_Climb_to_Safety.flac,Widespread Panic,Climb to Safety,362.45,,
593,wcd_aangenaam-barok-plus_amsterdam-baroque-or_flac_lossless_30406206/VA - Aangenaam Barok Plus '93 1993 Flac/12 I Musici - Concerto In C Major For Oboe And Strings - II. Allegro.flac,Amsterdam Baroque Orchestra,Concerto In C Major For Oboe And Strings - II. Allegro,157.57,,
594,wcd_a-ticket-into-underw_mad-sin_flac_lossless_1412003/Mad Sin - 1993 - A Ticket Into Underworld[FLAC]/09 - Prison of Pain.flac,Mad Sin,Prison of Pain,238.63,https://www.youtube.com/watch?v=htvXw55AiIU,
595,wcd_20th-century-masters_abba_flac_lossless_29420508/Various Artists - 2004 - 20th Century Masters - The Millenium Collection - The Best of Rock & Pop/08 - Buddy Holly - Peggy Sue.flac,ABBA,Peggy Sue,150.0,https://www.youtube.com/watch?v=nvovwylJ3GU,
596,"wcd_1977-11-02---field-h_grateful-dead_flac_lossless_29137908/19771102 Field House, Seneca College Toronto, ON/18  Terrapin Station.flac",Grateful Dead,Terrapin Station,636.51,,
597,wcd_3rd-mini-album-52_hello-venus-_mp3_320_30800135/Hello Venus 3rd Mini Album  320K/차 마실래_헬로비너스(HELLOVENUS)_3rd Mini Album [차 마실래 ].mp3,Hello Venus (헬로비너스),차 마실래?,207.41,https://www.youtube.com/watch?v=tgCdm8G3WdA,
598,wcd_ab-road---complete-_the-beatles_flac_lossless_170349/AB Road - Complete Purple Chick Set v1.1 with patches/Jan.27 - D1-05 - Dialogue.flac,The Beatles,Dialogue,679.45,,
599,wcd_30_victor-wong-_mp3_v0-vbr_30248842/c13 品冠 - 未拆的禮物 - V0/品冠 - 未拆的禮物 - 9.勇敢的靈魂(八大【你是春風我是雨】片尾曲).mp3,Victor Wong (品冠),勇敢的靈魂(八大【你是春風我是雨】片尾曲),202.63,https://www.youtube.com/watch?v=GMIKc3SNRiE,
600,wcd_25-number-ones_conway-twitty_flac_lossless_1286160/Conway Twitty - 2004 - 25 Number Ones [FLAC]/22 - The Clown.flac,Conway Twitty,The Clown,240.72,https://www.youtube.com/watch?v=pY8v-aT-l-k,
601,wcd_-ep_grigoris-ithikotsis_flac_lossless_31718311/Grigoris Βithikotsis - Ta Megala Tragoudia (2010) [FLAC]/CD5- Επιλογές (1966-1980)/02. Είχαμε Περηφάνια.flac,Grigoris Βithikotsis (Γρηγόρης Μπιθικώτσης),Είχαμε Περηφάνια,242.08,,
602,wcd_2003-12-08---fox-the_the-string-cheese-in_flac_lossless_29103666/SCI 12-08-2003/Disk 1/SCI031208d1_06_Good_Times_Around_The_Bend.flac,The String Cheese Incident,Good Times Around The Bend,255.17,,
603,"wcd_24-preludes-o_maurizio-pollini_flac_lossless_728876/24 Préludes Op. 28 (feat. piano Maurizio Pollini)/02 - Prélude No. 2 A-moll, Op. 28 Lento.flac",Maurizio Pollini,"Prélude No. 2 A-moll, Op. 28 Lento",139.0,,
604,wcd_a-hole-of-unknown-depth_pgr_flac_lossless_30000046/A Hole of Unknown Depth/02 - Horizontal.flac,PGR,Horizontal,594.73,,
605,wcd_1-polish-2-biscuits-_the-outhere-brothers_flac_lossless_29748808/The Outhere Brothers – 1 Polish 2 Biscuits And A Fish Sandwich [FLAC] {ZYX 20322-2}/15 F.Y.I.T.A. [Fuk U In The Ass Pegasus Remix].flac,The Outhere Brothers,F.Y.I.T.A. [Fuk U In The Ass Pegasus Remix],374.73,,
606,wcd_a-holiday-compilatio_adalie_flac_lossless_31231186/More Than Sound Collective - A Holiday Compilation- Vol. 2 [FLAC]/11 Christmeth.flac,Adalie,Christmeth,198.51,,
607,wcd_absolute-dance-15_apollo-440_flac_lossless_31883877/Compilations - Absolute Dance 15 (1997) [FLAC]/05 Mystery (Of Love).flac,Apollo 440,Mystery (Of Love),250.96,,
608,"wcd_2008-11-06---charlot_the-black-crowes_flac_lossless_29101124/The Black Crowes - 2008-11-06 - Charlotte, NC/tbc081106d1_05_Peace_Anyway.flac",The Black Crowes,Peace Anyway,279.0,https://www.youtube.com/watch?v=2VbHt8uWCj8,
609,"wcd_2011-07-03---electri_the-string-cheese-in_flac_lossless_29486397/SCI - 11.07.03 - Electric Forest Festival, Rothbury, MI (2011) - flac/sci110703d1_04_Old_Train.flac",The String Cheese Incident,Old Train,331.41,https://www.youtube.com/watch?v=bChbV5SfDQg,
