,0,1,2,3,4,5
610,wcd_25-jaar-na-mississip_pussycat_flac_lossless_28936700/Pussycat - 2001 - 25 Jaar Na Mississippi/105 - Help Me Living On.flac,Pussycat,Help Me Living On,232.5,https://www.youtube.com/watch?v=rolMTPemozw,
611,wcd_538-dance-smash-hits_delerium_flac_lossless_29127430/538 Dance Smash Hits 2003 - Autumn/02 - Soulvation - Reset Your Brain.flac,Delerium,Reset Your Brain,204.21,,
612,"wcd_09271996-county-bo_311_flac_lossless_30564854/311 - 09 27 1996 County Bowl, Santa Barbara, CA (1996) [FLAC] {Live311.com}/CD1/4 - 311 - Freak Out.flac",311,Freak Out,241.27,https://www.youtube.com/watch?v=LOLt8ROKp7I,
613,wcd_100x-frans_jacques-brel_flac_lossless_31965515/100x Frans (2014) [FLAC]/CD5/12 - Johnny Hallyday - Pour Moi La Vie Va Commencer [1963].flac,Jacques Brel,Pour Moi La Vie Va Commencer,131.49,https://www.youtube.com/watch?v=SclawewHp4I,
614,"wcd_2004-01-02--electric-factory--philadel_flac_lossless_29926167/db2004-01-02 - Electric Factory Night 1, Philadelphia, PA/db2004-01-02d4t02-Safety Dance.flac",The Disco Biscuits,The Safety Dance >,900.42,,
615,wcd_a-place-in-the-sun_lit_flac_lossless_29011788/Lit - A Place In The Sun (1999) - FLAC/(08) Perfect One.flac,Lit,Perfect One,249.17,https://www.youtube.com/watch?v=_V5muhdu-ow,
616,wcd_21-again_mouse-on-mars_flac_lossless_32095774/Mouse On Mars - 21 Again Collaborations (Part 3) - 2014 (WEB - FLAC)/04. Bon Djerry.flac,Mouse on Mars,Bon Djerry,236.53,,
617,"wcd_2014-04-11-azalea-fe_widespread-panic_flac_lossless_31394010/Widespread Panic - 2014-04-11 Azalea Festival, Wilmington, NC/wsp140411d2_03_Proving_Ground.flac",Widespread Panic,Proving Ground,435.59,,
618,"wcd_1988-11-26---wiltern_jerry-garcia-band_flac_lossless_30321710/Jerry Garcia Band - 1988-11-26 - Wiltern Theatre - Los Angeles, CA/02 Forever Young.flac",Jerry Garcia Band,Forever Young,478.99,,
619,wcd_20-beatles-greatest-_the-london-starlight_flac_lossless_30328186/The London Starlight Orchestra - 1990 - 20 Beatles Greatest Hits/18 - Lucy In The Sky With Diamonds.flac,The London Starlight Orchestra,Lucy In The Sky With Diamonds,222.44,,
620,"wcd_100-x-normaal_normaal_flac_lossless_30319551/Normaal - 2007 - 100 x Normaal - FLAC/Disc 2/10 - Kalinka (5 1,2 Sabeldans).flac",Normaal,Kalinka (5 1/2 Sabeldans),312.48,,
621,wcd_2014_marsman_flac_lossless_31895751/Marsman - 2014 (2014) [FLAC]/Marsman - 2014 - 09 These Last Goodbyes.flac,Marsman,These Last Goodbyes,357.0,,
622,wcd_1088_-_mp3_192_30310730/1989 - Вершки и корешки (CD 1) - 192/13 - Кайф Или Больше.mp3,Гражданская Оборона,Кайф Или Больше,131.0,,
623,wcd_51_bae-ho-_flac_lossless_1256044/배호 - 불멸의 가수 배호/CD3/11 아빠 품에.flac,Bae Ho (배호),아빠 품에,172.86,https://www.youtube.com/watch?v=fgfF_fAD0-4,
624,wcd_100-goa_adrenalinndrum_flac_lossless_30925244/VA - 100% Goa (2002) FLAC/08 - OxMen - Rajdoot.flac,Adrenalinndrum,Rajdoot,505.87,https://www.youtube.com/watch?v=U5kyx-RKJC8,
625,wcd_26_dj-technetium_flac_lossless_1668049/Cis-Trance - 踊る東方ドリフト -’turbo- [FLAC]/03. 東京市街地コース.flac,DJ Technetium,東京市街地コース,357.33,,
626,wcd_a-holocaust-in-your-_extreme-noise-terror_mp3_v0-vbr_1097082/Extreme Noise Terror [v0]/Holocaust in Your Head-In It for Life/Use Your Mind.mp3,Extreme Noise Terror,Use Your Mind,86.39,,
627,wcd_2006-10-21-milwaukee_ratdog_flac_lossless_31642016/rd2006-10-21.sbd.flac16/d1t01_Help on the Way.flac,Ratdog,Help on the Way,591.65,,
628,"wcd_1963-1969-complete-r_flatt--scruggs_mp3_224_365715/1964-1969,Plus/Disc 3/Flatt & Scruggs - 21 - Foggy Mountain Breakdown.mp3",Flatt & Scruggs,Foggy Mountain Breakdown,129.63,,
629,wcd_aborted-by-birth_orphan_mp3_256_1271236/Orphan - Aborted By Birth/04 Mock.mp3,Orphan,Mock,243.51,https://www.youtube.com/watch?v=dHkvkebH8D4,
630,wcd_100k-freeizm_skream_mp3_320_30323804/100K Freeizm - Skream (2012)/4 - 2LSD (2D Remix) (2008).mp3,Skream,2LSD (2D Remix) (2008),282.63,https://www.youtube.com/watch?v=--pLBsXX0_A,
631,"wcd_2008-09-30---verizon_counting-crows_mp3_v2-vbr_1394512/Counting Crows - 2008-09-30 Birmingham, AL [2008] [V2]/14 - Holiday In Spain.mp3",Counting Crows,Holiday In Spain,250.04,,
632,"wcd_2004-07-04---10000-_the-string-cheese-in_mp3_v0-vbr_29345154/sci2004-07-04 Detroit Lakes, MN/sci040704d2_06_Chatter.mp3",The String Cheese Incident,Chatter,45.66,https://www.youtube.com/watch?v=3vY5-QM1RDs,
633,"wcd_2003-08-05-deer-cree_the-dead_flac_lossless_31838773/The Dead 2003-08-05 Deer Creek, Noblesville, IN [flac]/dead030805d3_04_Terrapin_Station.flac",The Dead,Terrapin Station,504.85,,
634,"wcd_2010-12-30---house-o_moe_flac_lossless_29168135/moe.2010-12-30 - Orpheum Theatre - Boston, MA/moe101230d1_02_Suck_A_Lemon.flac",moe.,Suck A Lemon,421.73,,
635,"wcd_2011-11-19---sun-mus_brothers-past_flac_lossless_29731177/Brothers Past - 2011-11-19 - Live at Sun Music Hall - Floyd, VA (FLAC)/Brothers Past - Live at Sun Music Hall, Floyd, VA - 11.19.11 - 09 Forget You Know Me -.flac",Brothers Past,Forget You Know Me >,1148.46,,
636,wcd_100-percent-unnatura_eye-for-an-eye_flac_lossless_29258436/Eye For An Eye - 100 Percent Unnatural [FLAC]/Eye For An Eye - 100 Percent Unnatural (1997) 14 100 Percent Natural.flac,Eye For An Eye,100 Percent Natural,194.42,,
637,wcd_1080_-_mp3_v0-vbr_29115507/Кожаный Олень ''Триста баксов и дорога'' 2010 (V0)/09 - la mineto manifesto.mp3,Кожаный Олень,la mineto manifesto,244.85,,
638,wcd_a-far-off-horizon_mkaio_flac_lossless_30354557/Mkaio - A Far Off Horizon (2012) [FLAC]/15.Sunsets.flac,Mkaio,Sunsets,340.92,,
639,wcd_2009-07-25---red-roc_sound-tribe-sector-9_mp3_v0-vbr_1049178/STS9-2009-07-25-RedRocks.MP3/STS9-2009-07-25-RedRocks-19-Murph.mp3,Sound Tribe Sector 9,Murph,50.93,,
640,"wcd_2011-03-29-bro_furthur_flac_lossless_29321180/20110329 I Binghamton, NY/frtr110329d2_02_New_Speedway_Boogie.flac",Furthur,New Speedway Boogie,506.47,,
641,wcd_0-100-in-under-60_fleeting-brevity_flac_lossless_30497616/Massage Table Records - Fleeting Brevity- 0-100 in Under 60 [FLAC]/Massage Table Records - Fleeting Brevity- 0-100 in Under 60 - 75 Ions.flac,Fleeting Brevity,Ions,16.36,,
642,wcd_2011-09-28-mav_furthur_mp3_v0-vbr_29621984/furthur20110928_westvalleycity-v0/d1t08 Passenger.mp3,Furthur,Passenger,505.21,,
643,wcd_2010-06-04---wakarus_eoto_flac_lossless_1685911/EOTO Wakarusa 6-4-2010 FLAC/eoto100604d1_04_Dan_Bear.flac,EOTO,Dan Bear,398.04,,
644,"wcd_2012-10-02-sdsu-open_furthur_flac_lossless_30305026/20121002 SDSU Open Air Theatre - San Diego, CA/05 Black Throated Wind.flac",Furthur,Black Throated Wind,514.08,https://www.youtube.com/watch?v=r3LDoyDucYM,
645,wcd_2012-02-08-live-at-m_dead-winter-carpente_flac_lossless_30462176/Dead Winter Carpenters - 2012-02-08 Live at Mcmenamins Old St. Francis School [FLAC]/25 - Vermont.flac,Dead Winter Carpenters,Vermont,495.54,,
646,"wcd_2012-08-14---mansfie_linkin-park_mp3_320_30227331/Mansfield, MA August 14, 2012/07 New Divide.mp3",Linkin Park,07_New Divide_08_14_12_LP_LIVE_Boston MA,293.91,,
647,"wcd_2016-05-09-den-ateli_govt-mule_flac_24bit-lossless_33003880/Gov't Mule - 2016-05-09 den Atelier, Luxembourg, LU/mule20160509d1_05_Larger_Than_Life.flac",Gov't Mule,Larger Than Life,422.49,https://www.youtube.com/watch?v=87hNZRoHUXE,
648,wcd_35-e-un-minuto_premiata-forneria-ma_flac_lossless_1498807/Premiata Forneria Marconi - 35... e Un Minuto (2007)/Disc 3 of 3/05 - Il Pescatore.flac,Premiata Forneria Marconi,Il Pescatore,239.37,,
649,wcd_29_asriel_flac_lossless_30319937/汝を照らす朧のアリア [2010-CD-FLAC]/03 魔笛の慟哭.flac,Asriel,魔笛の慟哭,331.98,https://www.youtube.com/watch?v=pG_Ym9nRc3E,
650,"wcd_2006-03-18---supersp_metallica_flac_lossless_851300/Metallica - 2006.03.18 - Centurion, South Africa [FLAC]/met060318d1_11_Battery.flac",Metallica,Battery,369.52,,
651,"wcd_20120324--union-transfer--philadelph_flac_lossless_29952065/Brothers Past - 3-24-12 - Union Transfer - Philadelphia- PA - FLAC/Brothers Past - 3-24-12 - Union Transfer - Philadelphia, PA - 09 Enjoy The Silence -.flac",Brothers Past,Enjoy The Silence >,708.78,,
652,wcd_1910_les-doigts-de-lhomm_flac_lossless_1713665/Les Doigts de l'Homme - 2010 - 1910 - FLAC/08 Bolero.flac,Les Doigts de l'Homme,Boléro,228.87,,
653,"wcd_2005-05-11---eugene_umphreys-mcgee_mp3_320_975919/2005-05-11 - Eugene, OR/1-02 Dump City.mp3",Umphrey's McGee,Dump City,430.06,,
654,wcd_10-years-of-fort-kno_fort-knox-five_mp3_320_30792630/Fort Knox Five-10 Years of Fort Knox Five /07 Radio Free DC feat Afrika Bambaataa & King Kamonzi (Digitally Remastered).mp3,Fort Knox Five,07 Radio Free DC feat Afrika Bambaataa & King Kamonzi (Digitally Remastered),282.29,https://www.youtube.com/watch?v=98m1ovUVH60,
655,"wcd_6-motetten--tri_vita--anima_flac_lossless_31698175/Bonporti - Motetten  Triosonaten. Hirsch, Vita & Anima/26 - Trio Sonata, Op. 2, No. 3 - III. Grave.flac",Vita & Anima,"Trio Sonata, Op. 2, No. 3 - III. Grave",64.01,,
656,wcd_300-years-later_bt_flac_lossless_852269/[2005] BT & Nick Phoenix - 300 Years Later [FLAC]/Disc 1 - 08 - The Wolf Hunter.flac,BT,08 The Wolf Hunter,147.4,,
657,wcd_50-trance-tunes-vol_8-wonders_mp3_320_30022681/VA-50_Trance_Tunes_Vol_29-(ARDI2975)-WEB-2012-wAx/40-three_drives-greece_2000_(letting_you_go)_(roger_shah_pumpin_island_remix).mp3,8 Wonders,Greece 2000 (Letting You Go) (Roger Shah Pumpin' Island Remix),406.93,,
658,"wcd_2005-04-08---chicago_widespread-panic_flac_lossless_30744344/Widespread Panic - 2005-04-08 - Chicago, IL  SBD/s1t01. Pleas....flac",Widespread Panic,Pleas,679.67,,
659,"wcd_2011-03-12---peaches_rumpke-mountain-boys_mp3_v0-vbr_29660497/Rumpke Mountain Boys - 2011-03-12 - Peaches - Yellow Springs, OH.v0/rumpkemb20110312d2t07 tuning.mp3",Rumpke Mountain Boys,tuning.mp3,196.44,,
660,"wcd_1089_-_mp3_320_30049125/Юлия Савичева - Высоко (2005) [MP3]/08. Бежать, лететь.mp3",Юлия Савичева,"Бежать, лететь",252.08,https://www.youtube.com/watch?v=7J3Uwj51CpE,
661,"wcd_2000-04-09-mountain-_yonder-mountain-stri_flac_lossless_31693443/Cosmic Bowling League (YMSB) - 2000-04-09 Boulder, CO [FLAC]/1-9 Granny Wontcha Smoke Some.flac",Yonder Mountain String Band,Granny Wontcha Smoke Some,398.5,,
662,wcd_20th-century-masters_james-brown_flac_lossless_29705085/James Brown - The Best Of James Brown - The Millennium Collection (1999) - Flac/05 - It's A Man's Man's Man's World.flac,James Brown,It's A Man's Man's Man's World,169.53,https://www.youtube.com/watch?v=H77fRz1rybs,
663,wcd__djemdi_flac_lossless_30690535/Djemdi - 2008 - +&+ (FLAC)/09 - Vert 2008.flac,djemdi,Vert 2008,353.41,https://www.youtube.com/watch?v=mnRFIG7eBTY,
664,wcd_1997-2007-les-ineac_la-rumeur_flac_lossless_30170661/La Rumeur - 1997-2007 Les inedits (2007) - FLAC/30 - Aucun Conseil (2007).flac,La Rumeur,Aucun Conseil (2007),198.21,https://www.youtube.com/watch?v=qvLwE6so9zE,
665,wcd_a-handful-of-beauty_john-mclaughlin_flac_lossless_318677/Shakti - 1977 - A Handful Of Beauty/01 - La Danse Du Bonheur.flac,John McLaughlin,La Danse Du Bonheur,292.53,https://www.youtube.com/watch?v=KIqm17plb1Q,
666,wcd_1085_-_flac_lossless_31502210/Church of Childhood - Mine Fields (2004) FLAC/10  Tenderness.flac,Церковь Детства,Tenderness,254.85,,
667,wcd_20_shin--_mp3_v0-vbr_30252079/f19 信 - 黎明之前(影音珍藏盤) - v0/信 - 黎明之前(影音珍藏盤) - 9.桃花開 搖搖擺擺 (中天娛樂台「愛相隨」片尾曲).mp3,Shin (信) 黎明之前(影音珍藏盤) 專輯介紹,桃花開 搖搖擺擺 (中天娛樂台「愛相隨」片尾曲),297.25,,
668,"wcd_2014-01-19--big-day-_pearl-jam_flac_lossless_31372189/Pearl Jam - 2014-01-19 Metricon Stadium, Gold Coast, AU [FLAC]/pj140119D2-13-Rockin  In The Free World.flac",Pearl Jam,Rockin' In The Free World,453.33,,
669,wcd_a-guitar-supreme-gi_eric-johnson_flac_lossless_1623809/2004 - A Guitar Supreme - Giant Steps In Fusion Guitar/12 - Satellite.flac,Eric Johnson,Satellite,340.73,,
670,wcd_35_golden-city-factory_flac_lossless_29235593/Golden City Factory - 風物語-カゼモノガタリ- [FLAC]/03. 稲田姫様に叱られるから.flac,Golden City Factory,稲田姫様に叱られるから,235.69,,
671,"wcd_2007-08-11--red-rocks-amphitheatre--mo_flac_lossless_29965924/sci2007-08-11 - Red Rocks Amphitheater Night 3, Morrison, CO/Set 2/02 - Desert Dawn_.flac",The String Cheese Incident,Desert Dawn>,448.96,,
672,"wcd_2005-11-11--music-festival--quincy--fl_flac_lossless_30038397/Gov't Mule-2005-11-11-Music Festival-Quincy, FL [Flac] [Web]/D2_02_Sco Mule.flac",Gov't Mule,Sco Mule,836.12,,
673,"wcd_1990-06-08---2_phish_mp3_320_1339367/Phish - 1990-06-08 23 East Cabaret - Philadelphia, PA (320)/11 My Sweet One.mp3",Phish,My Sweet One >,130.27,https://www.youtube.com/watch?v=Misijh0LRy4,
674,"wcd_25-years_kronos-quartet_flac_lossless_1346922/Kronos Quartet - 1998 - 25 Years [FLAC]/Disc 4/13 - Philip Glass , Company, Quartet No. 2 (1983)- IV.flac",Kronos Quartet,"Philip Glass / Company, Quartet No. 2 (1983): IV",132.2,,
675,wcd_10-1_masterslandcom_flac_lossless_30109779/VA - Mastersland.com - 10 лет в сети (2012)/(03) [MASTERSLAND.COM] 03. ЧЁРНЫЙ ОБЕЛИСК - '1000 Лиц'.flac,Mastersland.com,03. ЧЁРНЫЙ ОБЕЛИСК - '1000 Лиц',202.66,,
676,wcd_a-brighter-shade-of-_dj-obi_mp3_320_31298380/A Brighter Shade of Sound Vol. One  320/09 Tone Tellathought - Awakening.mp3,DJ Obi,Tone Tellathought - Awakening,215.95,,
677,wcd_a-renaissance-tour-o_new-york-kammermusik_flac_lossless_1153523/New York Kammermusiker - A Renaissance Tour of Europe (1990 FLAC)/09 - G.B. Grillo： Canzone.flac,New York Kammermusiker,G.B. Grillo: Canzone,213.4,https://www.youtube.com/watch?v=eFznwbabyno,
678,"wcd_1982-10-10-frost-amp_grateful-dead_flac_lossless_29178266/19821010 Frost Amphitheater Palo Alto, CA/17 Touch of Grey.flac",Grateful Dead,Touch of Grey>,438.03,,
679,wcd_100-hits-summer-reg_althea-and-donna_flac_lossless_29865542/Various - 100 Hits - Summer Reggae (CD-FLAC-Lossless) - 2010/CD4/01 - Mr. Vegas - Rise.flac,Althea And Donna,Rise,220.06,https://www.youtube.com/watch?v=SXMfXvSG5rY,
680,wcd_2004-12-29-electric-_the-disco-biscuits_mp3_320_1188114/2004-12-29 Electric Factory/12 Svenghali.mp3,The Disco Biscuits,Svenghali,1259.33,,
681,wcd_a-tribute-to-music_young-fresh-fellows_flac_lossless_28914333/Young Fresh Fellows - 1997 - A Tribute to Music/02 - Louie Whaow.flac,Young Fresh Fellows,Louie Whaow,91.44,,
682,wcd_2010-03-12---united-_the-allman-brothers-_flac_lossless_1507673/The Allman Brothers Band 3-12-10 (FLAC)/allman2010-03-12-disc2-FLAC/01 - Coming Home.flac,The Allman Brothers Band,Coming Home,391.6,https://www.youtube.com/watch?v=r8ALx86Jjco,
683,"wcd_2012-09-27-pepsi-cen_red-hot-chili-pepper_flac_lossless_30297218/Red Hot Chili Peppers - 2012-09-27 Denver, CO (FLAC)/rhcp120927d1_04_Jam_1.flac",Red Hot Chili Peppers,Jam 1,68.16,,
684,wcd_a-color-map-of-the-s_pretty-lights_mp3_320_30917444/Pretty Lights - A Color Map of the Sun - Deluxe Digital Download/Disc 2 - A Color Map of the Sun – Live Studio Sessions/2-01 Reel 15 Break 5.mp3,Pretty Lights,Reel 15 Break 5,216.79,https://www.youtube.com/watch?v=q_YrcGRzIE0,
685,wcd_12_yukiko-okada-_mp3_192_30298695/岡田有希子(メモリアルBOX)/MemorialBox_Okurimono/MemorialBox_Okurimono/04 -Dreaming Girl-恋、はじめまして.mp3,Yukiko Okada (岡田有希子),-Dreaming Girl-恋、はじめまして,217.26,,
686,wcd_2-fois-plus-de-hits_amel-bent_mp3_320_29799628/CD1&2 MP3/6-I'm not scoobidoobidoo.mp3,Amel Bent,CD Track 06,175.49,https://www.youtube.com/watch?v=J6GKzbWdx4g,
687,wcd_40-bandes-originales_vladimir-cosma_flac_lossless_29267751/Vladimir Cosma - 2009 - 40 bandes originales pour 40 films (FLAC)/09.16 - Les Aventures de Tom Sawyer _ Reveries sous un chene.flac,Vladimir Cosma,Les Aventures de Tom Sawyer : Rêveries sous un chêne,129.56,,
688,"wcd_2014-11-14---palace-_govt-mule_mp3_256_31823594/Gov't Mule - 2014-11-14 Palace Theater, Albany, NY/mule141114d2_04_Breakdown.mp3",Gov't Mule,Breakdown,279.09,,
689,"wcd_100-instants-bien-et_nicolas-dri_flac_lossless_31430344/Nicolas Dri - 2010 - 100 Instants Bien-Etre (5CD, FLAC)/CD1 (Au Coeur De La Nature)/04. Baignade Nocturne.flac",Nicolas Dri,Baignade Nocturne,190.37,,
690,"wcd_2009-1115---salt-la_the-black-crowes_mp3_v0-vbr_1360731/The Black Crowes - 2009-11-15 Salt Lake City, UT/The Black Crowes - 20091115 Salt Lake City, UT - 201 - Lady Of Avenue A.mp3",The Black Crowes,Lady Of Avenue A,344.18,,
691,wcd_1985-demo-tape_they-might-be-giants_flac_lossless_795793/They Might Be Giants - 1985 Demo Tape [flac]/04 Don't Let's Start.flac,They Might Be Giants,Don't Let's Start,65.66,,
692,wcd_45_13dayz-_mp3_320_31224413/써틴데이즈-2013-써틴데이즈 얼리 에디션 (13Dayz Early Edition)[320]/01. Rock This Place.mp3,13Dayz (써틴데이즈),Rock This Place,235.36,,
693,wcd_2004-06-18-wakarusa-_sound-tribe-sector-9_mp3_v0-vbr_30271743/2004.06.18 Wakarusa/08 Murph.mp3,Sound Tribe Sector 9,Murph,70.37,,
694,wcd_a-bunch-of-old-files_bob-the-cow_flac_lossless_31435280/bob the cow - a bunch of old files i found on my computer (2013) - flac/Bob the cow - A bunch of old files I found on my computer - 11 Other.flac,Bob the Cow,Other,22.62,,
695,wcd_222222_batbxy_flac_lossless_31806199/BATBXY - 222222 (2014) [FLAC]/12 - friar tuck.flac,BATBXY,friar tuck,230.64,,
696,"wcd_1992-05-19---cattle-_pavement_flac_lossless_30274558/Pavement - 1992-05-19 - Cattle Club, Sacramento, CA/01 - Loretta's Scars.flac",Pavement,Loretta's Scars,214.8,,
697,wcd_25-years-of-rock-3_alan-price_flac_lossless_29646215/Various Artists - 25 Years of Rock 'n' Roll (1989) [FLAC]/08. From the Underworld.flac,Alan Price,From the Underworld,197.57,https://www.youtube.com/watch?v=oLNA3fKkWaw,
698,wcd_12_daisuck--prostitute_flac_lossless_30615245/Daisuck & Prostitute - Shinu Made Odori Tsuzukete (1981) [FLAC]/07 - Shikenkan No Naka No Arashi.flac,Daisuck & Prostitute,Shikenkan No Naka No Arashi,320.13,,
699,wcd_absolute-rock-anthem_bachman-turner-overd_mp3_v2-vbr_1728776/VA-Absolute_Rock_Anthems_III-2CD-2010-LzY/106_david_bowie_-_starman-lzy.mp3,Bachman-Turner Overdrive,Starman,255.73,,
700,wcd_a-tribute-to-segovia_christopher-parkenin_flac_lossless_1144962/Christopher Parkening - A Tribute To Segovia/Christopher Parkening - A Tribute To Segovia - 19 - Allegro.flac,Christopher Parkening,Allegro,52.86,https://www.youtube.com/watch?v=53ngcczTWe4,
701,wcd_absolute-music-40_a-ha_flac_lossless_30085749/VA - Absolute Music 40 (2002)/CD 2/08 - Blue - Fly by.flac,a-ha,Fly by,218.44,https://www.youtube.com/watch?v=e3fWvBNrEoA,
702,wcd_about-a-boy_badly-drawn-boy_flac_lossless_36941/About A Boy (FLAC)/10 - S.P.A.T..flac,Badly Drawn Boy,S.P.A.T.,204.13,https://www.youtube.com/watch?v=EeqdC7ywWhg,
703,"wcd_2008-11-08---wildflo_steve-kimock_flac_lossless_1263313/Steve Kimock & Shangri-La - 2008-11-08 - Wildflower Cafe - Bethlehem, PA.flac/._skp-2008-11-08v1d1t04-000.flac",Steve Kimock,._1t04-000,0.0,,
704,"wcd_40-golden-oldies-vo_alice-cooper_flac_lossless_1627755/40 Golden Oldies, Volume 4 - 1994/40 Golden Oldies, Volume 4 (disc 1) - 1994/11 - Shirley Bassey - For All We Know.flac",Alice Cooper,For All We Know,152.8,https://www.youtube.com/watch?v=mvXO1WPJOjI,
705,wcd_2016-06-26-red-rocks_widespread-panic_flac_24bit-lossless_33031274/WSP 2016-06-26 SBD FLAC 24/wsp160626d1_03_Little_Kin.flac,Widespread Panic,Little Kin,350.87,https://www.youtube.com/watch?v=cPQ3_w4IQnE,
706,wcd_a-place-with-no-name_vinila-von-bismark_flac_lossless_31685645/Vinila_Von_Bismark-A_Place_With_No_Name-CD-FLAC-2014-BOCKSCAR/01-vinila_von_bismark-snake.flac,Vinila von Bismark,Snake,342.09,https://www.youtube.com/watch?v=rEi_ibPH0mw,
707,wcd_absolute-music-49_3-doors-down_flac_lossless_1411960/Various Artists - 2005 - Absolute Music 49/Various Artists - 2005 - Absolute Music 49 - CD2/09 - Wonderland - Mister Mister.flac,3 Doors Down,Wonderland Mister Mister3:06,186.89,,
708,"wcd_2006-09-19-torino-i_pearl-jam_flac_lossless_29835016/Pearl Jam - 2006-09-19, Palaisozaki, Torino, Italy [FLAC]/09 Marker In The Sand.flac",Pearl Jam,Marker In The Sand,261.71,https://www.youtube.com/watch?v=G2MnqxQ31sk,
709,wcd_-149_david-broza_flac_lossless_980604/It's All Or Nothing/06 - סרבנד.flac,David Broza,6. סרבנד,301.26,,
710,wcd_a-tribute-to-led-zep_great-white_flac_lossless_1739362/Great White-Great Zeppelin - A Tribute To Led Zeppelin -1999 FLAC/01 - In The Light.flac,Great White,"In The Light"" 6:06",366.84,https://www.youtube.com/watch?v=-TyBwsLU_N4,
711,"wcd_2009-02-08---house-o_the-disco-biscuits_flac_lossless_29118482/db2009-02-08 - House Of Blues - Dallas, TX/db090208d1_06_Confrontation.flac",The Disco Biscuits,Confrontation,285.1,,
712,wcd_100-minimal--te_active-phaze_mp3_320_30618877/VA - 100 Minimal & Techno Songs 2013/062. Data Tech - Hot Baby (Mario Giordano Remix).mp3,Active Phaze,Hot Baby (Mario Giordano Remix),405.05,,
713,wcd_a-matter-of-dignity-_manos-hadjidakis-_flac_lossless_30487201/Μάνος Χατζιδάκις (Manos Hadjidakis) - Το τελευταίο ψέμα (A matter of dignity) (1990) [FLAC]/01 Το τελευταίο ψέμα： τίτλοι.flac,Manos Hadjidakis (Μάνος Χατζιδάκις),Το τελευταίο ψέμα: τίτλοι,126.49,,
